Species	Formula	EoF298	Unc	WB_ID	CASRN	Squib	Method
Ethanamine, 1,1,2,2,2-pentafluoro-N,N-bis(pentafluoroethyl)-	C6F15N	-3138.4184		C359706	359-70-6	1979ERA/KOL1186-1189	Ccr # The hf\_condensed corrected by 1986KOL/KOZ912
6-(tert-butyl)-1,1-dimethylindan	C15H22	-104.1816		C3605310	3605-31-0	2004STE6-10	Semi
Thioformyl radical	CHS	299.99280000000005	8.368	C36058283	36058-28-3	1993RUS/BER2568-2579	Ion
Octafluoro-2-butene	C4F8	-1631.3416		C360894	360-89-4	2004STE6-10	Semi
Hexamethyl tungsten	C6H18W	775.0	36.0	C36133730	36133-73-0	1997MAR0B	Review
Dispiro[2.2.2.2]deca-4,9-diene	C10H12	302.5032		C36262336	36262-33-6	1995ROT/UNG1361-1366	Chyd
Tricyclo[3.2.1.0<sup>2,4</sup>]oct-6-ene,(1α,2α,4α,5α)-	C8H10	238.90640000000002	0.8368000000000001	C3635947	3635-94-7	1991ROT/ADA2499-2521	Chyd
Tricyclo[3.2.1.0<sup>2,4</sup>]oct-6-ene,(1α,2β,4β,5α)-	C8H10	230.53840000000002	0.41840000000000005	C3635958	3635-95-8	1991ROT/ADA2499-2521	Chyd
N,N'-Bis(o-methoxyphenyl)terephthalamide	C22H20N2O4	-310.4528	5.4392000000000005	C36360346	36360-34-6	1973HAM/MIT38-39	Ccb
4-Piperidinol, 2,2,6,6-tetramethyl-, 1-oxide	C9H19NO2	-345.26368	1.8828	C3637103	3637-10-3	1966LEB/ROZ460-462	Ccb
1-Hydroxy-2,2,6,6-tetramethyl-4-piperidinone	C9H17NO2	-297.9008	4.6024	C3637114	3637-11-4	1966LEB/ROZ460-462	Ccb
Benzene, pentafluoro-	C6HF5	-806.0	1.4	C363724	363-72-4	1969COX/GUN77-87	Ccr
1,3-Dioxane,2,4,6-trimethyl-,(2α,4α,6β)-	C7H14O2	-446.8512	3.3472000000000004	C36402730	36402-73-0	1967PIH/HEI2430-2434	Ccb
Octa-1,2,6,7-teraene	C8H10	368.61039999999997		C3642102	3642-10-2	1982ROT/SCH1934-1946	Chyd
2,3-Divinylbutadiene	C8H10	258.5712		C3642215	3642-21-5	1982ROT/SCH1934-1946	Chyd
Lithium oxynitride	LiNO	179.91		C36529654	36529-65-4	1998CHA1-1951	Review # Data last reviewed in September, 1966
Trichloroacetic acid butyl ester	C6H9Cl3O2	-492.8752	9.623199999999999	C3657076	3657-07-6	1953SMI/BJE65	Ccb # Heat of formation derived by 1970COX/PIL1-636B
2,2'-Bipyridine	C10H8N2	267.9	3.0	C366187	366-18-7	1995RIB/MOR5291-5294	Ccb
1-Hexadecanol	C16H34O	-516.8		C36653824	36653-82-4	1975MOS/DEK417-424	
Benzene, 1,2-difluoro-	C6H4F2	-283.04760000000005	0.9204800000000001	C367113	367-11-3	1962GOO/LAC1529-1532	Ccr
1,3-Dioxolane, 2-methyl-2-phenyl-	C10H12O2	-261.9	2.2	C3674779	3674-77-9	1995VER/DOG93-98	Ccr # See 1990BEC/DOG320-321
2,4-Pentanedione, 1,1,1-trifluoro-	C5H5F3O2	-1003.3	3.3	C367577	367-57-7	1984ERA/KOL1311-1313	Ccr # Hf-gas-(enol)
Tetrakis(neopentyl)titanium	C20H44Ti	-190.0	13.0	C36945138	36945-13-8	1997MAR0B	Review # The enthalpy of formation relies on -1579.0±3.9 kJ/mol for the enthalpy of formation of Ti(O-i-Pr)4(l)
Chrysene, 5,6-dimethyl-	C20H16	262.33680000000004		C3697276	3697-27-6	1966GEI/QUI551-556	Ccb
2,6-Diphenyl-thiacyclohexanone-4	C17H16OS	84.09840000000001	7.5312	C37014010	37014-01-0	1972GEI/SAW43-48	Ccb
Dichloroacetic acid 2-methylpropyl ester	C6H10Cl2O2	-501.6616	9.623199999999999	C37079086	37079-08-6	1953SMI/BJE65	Ccb # Heat of formation derived by 1970COX/PIL1-636B
Diethylhydroxylamine	C4H11NO	-121.77	0.73	C3710847	3710-84-7	1990STE/CHI138-154	Ccr
2,2-Dichlorotrifluoroethyl chlorodifluoromethyl ether	C3Cl3F5O	-1325.9096	7.5312	C37136246	37136-24-6	1981KOL/ERA803-805	Ccr # Reanalyzed by 1986KOL/KOZ912, Original value = -317.2$(1.7) kcal/mol
Benzene, 1,3-difluoro-	C6H4F2	-309.23944	1.046	C372189	372-18-9	1962GOO/LAC1529-1532	Ccr
Cyclohexane, fluoro-	C6H11F	-336.6	1.1	C372463	372-46-3	1997SCH/VER1333-1344	Ccr
Crotonic acid	C4H6O2	-368.5	1.4	C3724650	3724-65-0	1996VAN/KOC1789-1794	Ccb
(E)-3-Pentenoic acid ethyl ester	C7H12O2	-389.9488	2.9288	C3724661	3724-66-1	1938SCH102-106	Ccb # Heat of formation derived by 1970COX/PIL1-636B
Bicyclo[4.2.0]octa-2,4-diene	C8H10	189.24232		C3725288	3725-28-8	1991ROT/ADA2499-2521	Chyd
1,3,6-Cyclooctatriene	C8H10	196.3		C3725302	3725-30-2	1983GRE/ORC1069-1080	Eqk
Aluminum carbide	CAl	689.52		C37265944	37265-94-4	1998CHA1-1951	Review # Data last reviewed in June, 1963
Beryllium nitride	BeN	426.69		C37279111	37279-11-1	1998CHA1-1951	Review # Data last reviewed in June, 1963
Dilithium diiodide	I2Li2	-361.92		C37279360	37279-36-0	1998CHA1-1951	Review # Data last reviewed in June, 1966
Terephthalonitrile N,N'-dioxide	C8H4N2O2	410.5	2.7	C3729348	3729-34-8	1992ACR/TUC213-216	Ccb
Molybdenum,bis(η<sup>5</sup>-2,4-cyclopentadien-1-yl)(η<sup>2</sup>-ethene)-	C12H14Mo	365.0	13.0	C37343058	37343-05-8	1997MAR0B	Review # The enthalpy of formation relies on 72.4±8.0 kJ/mol for the enthalpy of formation of Mo(Cp)2(I)2(cr)
Silane, trifluoromethyl-	CH3F3Si	-1232.71		C373740	373-74-0	1998CHA1-1951	Review # Data last reviewed in December, 1960
Sulfur, pentafluoro(trifluoromethyl)-, (OC-6-21)-	CF8S	-1717.05		C373808	373-80-8	1998CHA1-1951	Review # Data last reviewed in December, 1977
trifluoromethyl hypofluorite	CF4O	-764.84		C373911	373-91-1	1998CHA1-1951	Review # Data last reviewed in December, 1969
Cyclopentane, pentyl-	C10H20	-188.9076	1.5480800000000001	C3741002	3741-00-2	1946PRO/JOH51-56	Ccb # Heat of combustion of the gas
2,3-Diazabicyclo[2.2.2]octa-2,5-diene N-oxide	C6H8N2O	220.99888	2.13384	C37436172	37436-17-2	1983BYS308-312	Ccb
Difluoroamino radical	F2N	42.26		C3744078	3744-07-8	1998CHA1-1951	Review # Data last reviewed in March, 1964
Dichloroacetic acid 3-methylbutyl ester	C7H12Cl2O2	-519.6528000000001	9.623199999999999	C37587830	37587-83-0	1953SMI/BJE65	Ccb # Heat of formation derived by 1970COX/PIL1-636B
(E)-Azodioxymethane	C2H6N2O2	66.1072	4.184	C37765154	37765-15-4	1973BAT/MIL1067-1069	Ccb # Author's hf298\_condensed=0.2 kcal/mol
3-((1,1-Dimethylethyl)-thio)-1-propene	C7H14S	-46.4424	2.092	C37850752	37850-75-2	1962MAC/MAY238-243	Ccb # Authors' Ucomb=-948.27 kcal/mol
Pentafluoropropanoic acid methyl ester	C4H3F5O2	-1428.2920800000002	2.7614400000000003	C378756	378-75-6	1974SLA/KOL456-457	Ccr # Reanalyzed by 1986KOL/KOZ912, Original value = -337.54 kcal/mol
Zirconium, tetrakis(2,2-dimethylpropyl)-	C20H44Zr	-258.0	24.0	C38010729	38010-72-9	1997MAR0B	Review # The enthalpy of formation relies on -1796.3±15.4 kJ/mol for the enthalpy of formation of Zr(O-i-Pr)4(cr)
1,3-Cyclooctadiene, (Z,Z)-	C8H12	84.09840000000001		C3806595	3806-59-5	1991ROT/ADA2499-2521	Chyd
(Z,E)-1,3-Cyclooctadiene	C8H12	146.44		C3806608	3806-60-8	1991ROT/ADA2499-2521	Chyd
Bicyclo[4.2.0]oct-7-ene	C8H12	120.54104		C3806824	3806-82-4	1991ROT/ADA2499-2521	Chyd
(isobutoxymethyl)oxirane	C7H14O2	-312.5	2.5	C3814559	3814-55-9	1982VAN/KAC1-9D	Ccb # see 1987VAN/KAC622-624
Boron fluoride oxide	BF2O	-836.8		C38150673	38150-67-3	1998CHA1-1951	Review # Data last reviewed in December, 1966
(E) 1-Methyl-1-cyclooctene	C9H16	-5.4392000000000005		C38229264	38229-26-4	1991ROT/ADA2499-2521	Chyd
1,1'-Diadamantyl ketone	C21H30O	-367.8	5.2	C38256018	38256-01-8	1992ABB/JIM217-223	Ccb
Aluminum difluoride oxide	AlF2O	-1108.76		C38344660	38344-66-0	1998CHA1-1951	Review # Data last reviewed in June, 1976
Ethanethioic acid, trifluoro-, S-ethyl ester	C4H5F3OS	-815.4616000000001	7.9496	C383642	383-64-2	1978GUT5892-5904	Eqk
6-Methylfulvene	C7H8	184.93280000000001		C3839507	3839-50-7	1991ROT/ADA2499-2521	Chyd
cis-Bicyclo[4.3.0]nona-3,7-diene	C9H12	109.16056	1.29704	C38451182	38451-18-2	1972KOZ/TIM1689-1690	Ccb
Boron bromide oxide	BBrO	-251.04		C38490243	38490-24-3	1998CHA1-1951	Review # Data last reviewed in March, 1965
1,1,1-Trifluoro-2,2-diphemylethane	C14H11F3	-516.1	1.4	C384941	384-94-1	1997SCH/VER1333-1344	Ccr
3,5-Diethylbenzoic acid	C11H14O2	-407.81448	1.58992	C3854908	3854-90-8	1974ROU/TUR201-207	Ccb
1-((Tert-butyl)dioxy)-3-ethoxy-2-propanol	C9H20O4	-643.4992000000001	3.3472000000000004	C38578211	38578-21-1	1975ZAI/WAN1818-1819	Ccb # Heat of combustion is not reported
1-(Tert-butyldioxy)-3-propoxy-2-propanol	C10H22O4	-656.888	3.3472000000000004	C38578222	38578-22-2	1975ZAI/WAN1818-1819	Ccb # Heat of combustion is not reported
1-Butoxy-1-tert-butyldioxy-2-propanol	C11H24O4	-674.8792000000001	3.3472000000000004	C38578233	38578-23-3	1975ZAI/WAN1818-1819	Ccb # Heat of combustion is not reported
3-((Tert-butyl)dioxy)-1,2-propanediol	C7H16O4	-631.2	3.1	C38578506	38578-50-6	1983VAN/KAC1751-1752	
1-(Tert-butyldioxy)-3-pentyloxy-2-propanol	C12H26O4	-694.9624	4.6024	C38578711	38578-71-1	1975ZAI/WAN1818-1819	Ccb # Heat of combustion is not reported
Cyclohexanecarbonitrile, 1-(1-piperidinyl)-	C12H20N2	3.53	0.77	C3867150	3867-15-0	1997WEL/VER155-163	Ccb
2,2,2-Trinitro-1-phenylethane	C8H7N3O6	65.6888	4.184	C38677564	38677-56-4	1972PEP/MAT2634-2636	Ccb
Alpha-caran-3-ol	C10H18O	-249.78480000000002	3.3472000000000004	C38748979	38748-97-9	1980KOZ/LUK31-33	Ccr
Azuleno[2,1,8-ija]azulene,10b,10c-dihydro-	C16H12	466.09760000000006		C38765945	38765-94-5	1991ROT/ADA2499-2521	Chyd
Bicyclo[4.4.1]undeca-1,3,5-triene	C11H14	146.44		C38795152	38795-15-2	1992ROT/KLA217-224	Chyd
Diazene, diisopropyl	C6H14N2	35.9824		C3880497	3880-49-7	1974ENG/WOO2381-2387	Ccb # see 1976ENG/MEL607-621
2,2'-Difluorobiphenyl	C12H8F2	-200.832	4.6024	C388829	388-82-9	1964SMI/GOR940-946	Ccr
Fluoromethylidyne	CF	255.22		C3889756	3889-75-6	1998CHA1-1951	Review # Data last reviewed in June, 1970
Chloromethylidyne	CCl	502.08		C3889767	3889-76-7	1998CHA1-1951	Review # Data last reviewed in December, 1969
Bromomethylidyne	CBr	510.45		C3889778	3889-77-8	1998CHA1-1951	Review # Data last reviewed in June, 1967
Copper chloride	Cl3Cu3	-258.57		C38994319	38994-31-9	1998CHA1-1951	Review # Data last reviewed in March, 1966
1,1,2,2-Tetrafluorocyclopropane	C3H2F4	-650.1936000000001	29.288	C3899716	3899-71-6	1989BOA/ARB1003-1014	Kin # Thermal decomposition at 557 K
1-Butanamine, N-(1-methylethyl)-	C7H17N	-165.0	3.7	C39099235	39099-23-5	1981SUR/HAC857-861	Ccb
trans-(+)-Bicyclo-[6.1.0]nonane	C9H16	-18.828	1.0878400000000001	C39124793	39124-79-3	1984WIB/LUP1740-1744	Ccb # see 1970LUP1174-1175
Bis-(1,1,3,3-tetra-methylbutyl)diazene	C16H34N2	-196.648	9.2048	C39198340	39198-34-0	1976ENG/MEL607-621	Ccb
Dibenzo[b,e][1,4]dioxin, 2-chloro-	C12H7ClO2	-74.1	3.3	C39227548	39227-54-8	1996PAP/KOL307-311	Ccr
2-Hydroxymethyl-1,3-dioxane	C5H10O3	-554.0	12.0	C39239935	39239-93-5	1975PIH/GEL79-82	Ccb
2-(1-Hydroxy-1-methylethyl-2-methyl-1,3-dioxane	C8H16O3	-642.0	14.0	C39239968	39239-96-8	1975PIH/GEL79-82	Ccb
Benzene, hexafluoro-	C6F6	-1014.62		C392563	392-56-3	2004STE6-10	Semi
thiophosphoryl tribromide	Br3PS	-281.05		C3931893	3931-89-3	1998CHA1-1951	Review # Data last reviewed in December, 1963
Molybdenum,bis(η<sup>5</sup>-2,4-cyclopentadien-1-yl)dimethyl-	C12H16Mo	332.5	5.9	C39333523	39333-52-3	1997MAR0B	Review # The enthalpy of formation relies on -96.3±2.9 kJ/mol for the enthalpy of formation of Mo(Cp)2(Cl)2(cr)
Bis(η<sup>5</sup>-cyclopentadienyl)dimethyl tungsten	C12H16W	346.2	8.7	C39333534	39333-53-4	1997MAR0B	Review # The enthalpy of formation relies on -63.1±7.2 kJ/mol for the enthalpy of formation of W(Cp)2(Cl)2(cr)
1,9-Nonanediol	C9H20O2	-508.9	7.1	C3937562	3937-56-2	1990KNA/SAB731-734	Ccb # see 1989KNA/SAB779-784
Propanoic acid, 2,2-dimethyl-, ethyl ester	C7H14O2	-525.5940800000001	1.046	C3938952	3938-95-2	1992VER/BEC27-39	Ccb # See 90BEC/VER
Sulfur chloride	ClS2	78.56		C39594917	39594-91-7	1998CHA1-1951	Review # Data last reviewed in June, 1978
Trichloroaetic acid isopropyl ester	C5H7Cl3O2	-484.5072	9.623199999999999	C3974990	3974-99-0	1953SMI/BJE65	Ccb # Heat of formation derived by 1970COX/PIL1-636B
1,1'-Biphenyl, 4,4'-difluoro-	C12H8F2	-205.4344	4.6024	C398232	398-23-2	1964SMI/GOR940-946	Ccr
Thiophosphoryl chloride	Cl3PS	-380.74		C3982910	3982-91-0	1998CHA1-1951	Review # Data last reviewed in September, 1962
7,7-Dimethyoxynorborane	C9H16O2	-364.8448	4.184	C39869700	39869-70-0	1994WIB/MOR11067-11077	Cm
Zinc, bis(hexamethyldisilylamide)	C12H36N2Si4Zn	-881.0	13.0	C3999277	3999-27-7	1997MAR0B	Review # The uncertainty assigned to the enthalpy of formation has been estimated in 1988GUM/JEF53.
2-Methyl-3-carbomethoxyquinoxaline-1,4-dioxide	C11H10N2O4	-148.7	3.2	C40016704	40016-70-4	1997ACR/POW3722-3726	Ccb
Acetic acid, trifluoro-, 1,1-dimethylethyl ester	C6H9F3O2	-1098.3	6.276	C400522	400-52-2	1977GUT3562-3574	Cm # Hydrolysis
Nitroxoline	C9H6N2O3	-1.7	2.8	C4008484	4008-48-4	1989RIB/MON159-166	Ccb
Bicyclo[2.2.0]hexane, 2,3-bis(methylene)-	C8H10	315.47360000000003		C40117133	40117-13-3	1982ROT/SCH1934-1946	Chyd
Methyl isopropyl disulphide	C4H10S2	-79.0776		C40136650	40136-65-0	1986HAW/GRI3273-3275	Ion
Oxirane, [(1-methylethoxy)methyl]-	C6H12O2	-299.4	2.4	C4016142	4016-14-2	1982VAN/KAC1-9D	Ccb # see 1987VAN/KAC622-624
1-Fluoro-3-(trifluoro-methyl)benzene	C7H4F4	-792.2404	1.0878400000000001	C401809	401-80-9	1959GOO/DOU1133-1138	Ccr # Reanalyzed by 1970COX/PIL1-636B, Original value = -184.17 kcal/mol
Butane, 2,3-dichloro-, (R*,S*)-	C4H8Cl2	-202.3	1.7	C4028562	4028-56-2	1993HE/AN1059-1065	Ccb
4-Carbomethoxyhomocubane	C11H12O2	25.940800000000003	5.4392000000000005	C40317633	40317-63-3	1984BEC/RUC149-159	Ccb
1,3-Cyclopentadiene, 1,2,3,4,5-pentamethyl-	C10H16	-24.6856		C4045447	4045-44-7	1991ROT/ADA2499-2521	Chyd
2-Hexene, (E)-	C6H12	-51.0	0.8	C4050457	4050-45-7	1987ROG/CRO1209-1215	Chyd # Value computed using «Delta»_fH_l_i_q_u_i_d° from 1987ROG/CRO1209-1215 and «Delta»_v_a_pH° value of 31.6kJ/mol from 1993STE/CHI377-430.
2-(Diethylamino)-1-phenylethanone	C12H17NO	-96.2	4.6	C4061294	4061-29-4	1994WEL/VER697-710	Ccb
2,4,6 Tri-tert-butylnitrobenzene	C18H29NO2	-189.9	4.4	C4074253	4074-25-3	1995ACR/BOT1433-1440	Ccb
1H-Tetrazole, 5-methyl-	C2H4N4	280.7	2.6	C4076362	4076-36-2	1990KOZ/SIM348-350	Ccb
silicon carbide	CSi	719.65		C409212	409-21-2	1998CHA1-1951	Review # Data last reviewed in March, 1966
Bicyclo[3.2.1]octa-2,6-diene	C8H10	157.73680000000002	0.8368000000000001	C4096951	4096-95-1	1991ROT/ADA2499-2521	Chyd
d,L-1,2-Dimethyl-1,2-diphenlethylene glycol dimethyl ether	C18H22O2	-183.2592	6.276	C41047487	41047-48-7	1990DOG/BEC1365-1368	Ccb
Dichlorosilane	H2Cl2Si	-320.49		C4109960	4109-96-0	1998CHA1-1951	Review # Data last reviewed in December, 1976
Sulfide, ethyl propyl	C5H12S	-104.72552	0.79496	C4110503	4110-50-3	1961GEL542-564	Ccb
4,5-Dihydro-3-nitro-isoxazole-2-oxide	C3H4N2O4	20.0832	8.368	C4122456	4122-45-6	1969MIR/LEB963-964	Ccb
2,5-Dimethyl-(E)-1,3,5-hexatriene	C8H12	95.8136		C41233743	41233-74-3	1991ROT/ADA2499-2521	Chyd
1,3-Cyclopentadiene, 5,5-dimethyl-	C7H10	86.6088		C4125182	4125-18-2	1991ROT/ADA2499-2521	Chyd
2H-Tetrazole, 2,5-dimethyl-	C3H6N4	251.2	2.9	C4135937	4135-93-7	1990KOZ/SIM348-350	Ccb
Iron fluoride	FFe	47.7		C41428551	41428-55-1	1998CHA1-1951	Review # Data last reviewed in September, 1965
Tricyclo[4.2.1.0(2,5)]non-2(5)-ene	C9H10	240.1616		C41487789	41487-78-9	1991ROT/ADA2499-2521	Chyd
Pt[(OOC)2CHEt](NH3)2	C5H12N2O4Pt	-799.0	20.0	C41575933	41575-93-3	1997MAR0B	Review # The enthalpy of formation relies on -467.2±3.0 kJ/mol for the enthalpy of formation of cis-Pt(Cl)2(NH3)2(cr).
Methanamine, N-methyl-N-nitro-	C2H6N2O2	-5.0208	1.2552	C4164287	4164-28-7	1971MAT/VYU2320-2323	Ccb # see 1967KOR/PEP525-528
Morpholine, 4-nitro-	C4H8N2O3	-130.9592	1.6736000000000002	C4164323	4164-32-3	1988GOL/SIT881-886	Ccb
Piperazine, 1,4-dinitro-	C4H8N4O4	58.1576	2.5104	C4164378	4164-37-8	1974PEP/MAT1707-1710	Ccb
2-Butenal	C4H6O	-109.7	2.4	C4170303	4170-30-3	1996VAN/KOC1789-1794	Ccb
3-Pentanol, 3-(1,1-dimethylethyl)-2,2,4,4-tetramethyl-	C13H28O	-410.1	4.0	C41902425	41902-42-5	1983MAS/STE481-487	Ccb
Thiirane	C2H4S	82.3	1.0	C420122	420-12-2	1963SUN728-730	
Propane, 2,2-difluoro-	C3H6F2	-543.0832	12.552	C420451	420-45-1	1976WIL/LEB2705-2709	Ion
Ethane, 1,1,1-trifluoro-	C2H3F3	-748.68496	3.17984	C420462	420-46-2	1974WU/ROD2315-2317	Eqk # Reanalyzed by 1983KOL/PAP425, Original value = -178.2$(0.4) kcal/mol; Heat of formation Unpublished results by B.J. Zwolinski
n-Pentylmalononitrile	C8H12N2	135.7708	0.6276	C42046617	42046-61-7	1990BEC/DOG2153-2159	Ccb
1-Bromo-1,1-difluoroethane	C2H3BrF2	-474.46560000000005	8.368	C420473	420-47-3	1977PIC/ROD759-767	Kin # Reanalyzed by 1983KOL/PAP425, Original value = -114.2$(1.5) kcal/mol; Equilibration
t-Butylmalononitrile	C7H10N2	126.73336	0.5439200000000001	C4210600	4210-60-0	1990BEC/DOG2153-2159	Ccb
2-Bromo-1,1,1-trifluoroethane	C2H2BrF3	-694.544	2.092	C421067	421-06-7	1980BUC/FOR349-355	Eqk # GLC;hf298\_gas[kcal/mol]=-166.8±1.1;1983KOL/PAP425
Bicyclo[4.2.0]octa-1,5-diene	C8H10	222.1704		C42206100	42206-10-0	1982ROT/SCH1934-1946	Chyd
1,2-Divinylcyclobutene	C8H10	261.5		C42206111	42206-11-1	1982ROT/SCH1934-1946	Chyd
CdCH3	CH3Cd	209.0	17.0	C42217970	42217-97-0	1997MAR0B	Review # The enthalpy of formation relies on 104.8±1.3 kJ/mol for the enthalpy of formation of Cd(Me)2(g).
Methyl zinc	CH3Zn	190.0	17.0	C42217981	42217-98-1	1997MAR0B	Review # The enthalpy of formation relies on 52.9±1.3 kJ/mol for the enthalpy of formation of Zn(Me)2(g).
3-Methyl-3-chlorodiazirine	C2H3ClN2	232.6304	39.748000000000005	C4222213	4222-21-3	1976ARC/TYL1448-1455	Cm
3-Bromo-3-methyldiazirine	C2H3BrN2	291.0		C4222235	4222-23-5	1974CAD/ENG149-161	Ion # Photochemical decomposition
Benzenemethanethiol, α-phenyl-	C13H12S	192.464		C4237483	4237-48-3	1992ALN/FRA1052-1058	Kin
N-Phenethylazetidine	C11H15N	185.2	2.1	C42525655	42525-65-5	1976KIP/TSV638	Ccb
Benzene, 1,1'-(1,1,2,2-tetrafluoro-1,2-ethanediyl)bis-	C14H10F4	-689.0	2.8	C425321	425-32-1	1997SCH/VER1333-1344	Ccr # Hfusion=28.83 kJ/mol
Dipropyl sulfoxide	C6H14OS	-254.8056	1.6736000000000002	C4253912	4253-91-2	1961MAC/OHA2219-2224	Ccr
cyclopentanecarbonitrile	C6H9N	48.8	2.8	C4254028	4254-02-8	1983FUC/HAL503-505	Cm
Dimagnesium tetrachloride	Cl4Mg2	-954.37		C42565935	42565-93-5	1998CHA1-1951	Review # Data last reviewed in December, 1969
Propane, 2,2'-[ethylidenebis(oxy)]bis-	C8H18O2	-525.9288	4.6024	C4285590	4285-59-0	1969PIH/LAU3264-3265	Ccb
1-Tert-butoxy-3-ethoxy-2-propanol	C9H20O3	-689.5232000000001	2.9288	C42910645	42910-64-5	1975ZAI/WAN1818-1819	Ccb # Heat of combustion is not reported
1-Butoxy-3-tert-butyl-2-propanol	C11H24O3	-722.9952000000001	4.6024	C42910656	42910-65-6	1975ZAI/WAN1818-1819	Ccb # Heat of combustion is not reported
1-(Tert-butoxy)-3-pentoxy-2-propanol	C12H26O3	-743.9152	4.6024	C42910667	42910-66-7	1975ZAI/WAN1818-1819	Ccb # Heat of combustion is not reported
Cyclohexane, hexyl-	C12H24	-254.3872	1.79912	C4292755	4292-75-5	1946PRO/JOH51-56	Ccb
Cyclohexane, pentyl-	C11H22	-233.80192000000002	1.6736000000000002	C4292926	4292-92-6	1946PRO/JOH51-56	Ccb
1-Tert-butoxy-3-propoxy-2-propanol	C10H22O3	-707.9327999999999	2.9288	C42991606	42991-60-6	1975ZAI/WAN1818-1819	Ccb # Heat of combustion is not reported
Disulfide, (1-methylethyl) (1,1-dimethylethyl)	C7H16S2	-166.9416		C43022602	43022-60-2	1986HAW/GRI3273-3275	Ion
Iodomethyl methyl sulfide	C2H5IS	26.777600000000003	6.276	C43034680	43034-68-0	1985SHU/BEN277-292	Kin
1,1,2-Trifluoroethane	C2H3F3	-691.1967999999999	10.0416	C430660	430-66-0	1965KOL/MAR223-225	Chyd # Reanalyzed by 1983KOL/PAP425, Original value = -172.4 kcal/mol
2,3-Butanedione	C4H6O2	-326.7704		C431038	431-03-8	1954NIC/SZW2767-2769	Ccb
Methyl trifluoroacetate	C3H3F3O2	-992.8632000000001	5.4392000000000005	C431470	431-47-0	1976GUT202-209	Eqk
Stannane, trimethyl(phenylmethyl)-	C10H16Sn	82.7	6.3	C4314947	4314-94-7	1997MAR0B	Review # The enthalpy of formation relies on -185.5±3.7 kJ/mol for the enthalpy of formation of Sn(Me)3(Br)(l).
(1,1-dimethoxyethyl)benzene	C10H14O2	-288.5	1.5	C4316352	4316-35-2	1995VER/DOG93-98	Ccr # See 1990BEC/DOG320-321
Acetophenone diethyl ketal	C12H18O2	-368.6	9.0	C4316374	4316-37-4	1978KAR/SAP2191-2199	Ccb # see 1977KAR/SAP867-870
Benzene, pentafluoro(trifluoromethyl)-	C7F8	-1492.8512		C434640	434-64-0	2004STE6-10	Semi
2-Methylbut-2-yl radical	C5H11	28.0	3.0	C4348350	4348-35-0	1996TSA22-58C	
1,1'-Biphenyl, 2,2',3,3',4,4',5,5',6,6'-decafluoro-	C12F10	-1264.2	5.8	C434902	434-90-2	1979PRI/SAP1468-1470	Ccb # Reanalyzed by 1986PED/NAY1-792B, Original value = -1263.2$(5.1) kJ/mol
cis-4-Hydroxycyclohexanecarboxylic acid lactone	C7H10O2	-396.6	2.6	C4350849	4350-84-9	1980AND/PIL923-929	Ccb # Hf(l)=-452.6±1.8 kJ/mol
Phenol, 4-methyl-3-(1-methylethyl)-	C10H14O	-185.10016000000002		C4371464	4371-46-4	1971BER/GIR3180-3187	Ccb
Phenol, 2-methyl-3-(1-methylethyl)-	C10H14O	-182.58976		C4371486	4371-48-6	1971BER/GIR3180-3187	Ccb # see 1969LAM/PER443-445
3-Methyl-2-phenylbutane-2-ol	C11H16O	-211.3	3.5	C4383113	4383-11-3	1985KOZ/PIM713-715	Ccb
1-Phenylethenol	C8H8O	-46.0	6.0	C4383157	4383-15-7	1986TUR4219-4222	Ion
6,6-Paracyclophane	C24H32	-77.404	11.7152	C4384230	4384-23-0	1969SHI/MCN3653-3665	Ccb
Hexafluoromethanediamine	CF6N2	-455.34472	4.01664	C4394938	4394-93-8	1967SIN/THO1852-1854	Cm # Reanalyzed by 1970COX/PIL1-636B, Original value = -108.7 kcal/mol; Energy of explosion
Ethane, 1,1'-[methylenebis(thio)]bis-	C5H12S2	-65.2	1.5	C4396194	4396-19-4	1974MAN1153-1159	Ccr
Benzofurazan, 5-methoxy-	C7H6N2O2	147.1	1.8	C4413483	4413-48-3	1996ACR/BOT673-683	Ccb
1,1-Dimethoxybutane	C6H12O2	-309.1976	1.6736000000000002	C4415901	4415-90-1	1994WIB/MOR11067-11077	Cm
Tetrakis(diethylamino)titanium	C16H40N4Ti	-628.2	9.6	C4419470	4419-47-0	1997MAR0B	Review
Cyclobutanecarbonitrile	C5H7N	147.3	1.1	C4426113	4426-11-3	1983FUC/HAL503-505	Cm
Butylmethyldiazene	C5H12N2	78.91024	2.2175200000000004	C4426464	4426-46-4	1978ENG/MON205-211	Ccr
1,2-Butanediamine	C4H12N2	-73.55471999999999	0.8368000000000001	C4426486	4426-48-6	1975MES/FIN1029-10	Ccb
Phenol, 4-methyl-2-(1-methylethyl)-	C10H14O	-198.40528		C4427569	4427-56-9	1971BER/GIR3180-3187	Ccb
Carbonic acid dicyclohexyl ester	C13H22O3	-763.9984000000001	7.9496	C4427978	4427-97-8	1971KIP/RAB675-677	Ccb
3,5,7,9-Tetraoxaundecane	C7H16O4	-741.0	1.4	C4431827	4431-82-7	1969MAN141-151	Ccr
2,2,6,6-Tetramethyl-4-heptanone	C11H22O	-421.2	3.2	C4436991	4436-99-1	1971SEL2099-2102	Ccr
Cyanoketene	C3HNO	100.416	20.92	C4452088	4452-08-8	1993HOL/MAY4865-4870	Ion
